rank,palabra,frecuencia
1546,ebullición,698
1547,marea,697
1548,descubierto,697
1549,representado,697
1550,research,697
1551,países,696
1552,amigo,695
1553,recientemente,694
1554,euler,694
1555,vídeo,693
1556,extraer,693
1557,cualquiera,693
1558,incremento,693
1559,cine,693
1560,pila,693
1561,neutro,692
1562,noción,691
1563,gama,691
1564,brillo,691
1565,radar,691
1566,doctor,690
1567,afectado,690
1568,biología,690
1569,baja,688
1570,facilitar,688
1571,ámbito,688
1572,thomas,686
1573,escena,686
1574,integrar,685
1575,destruir,685
1576,desviación,684
1577,feynman,684
1578,suministro,683
1579,probable,681
1580,niño,681
1581,filósofo,681
1582,fijar,681
1583,aproximado,681
1584,lámina,680
1585,lateral,680
1586,acabar,679
1587,italiano,679
1588,hallar,678
1589,climático,678
1590,instante,678
1591,princeton,677
1592,integrado,676
1593,bang,675
1594,gravitación,675
1595,mencionar,675
1596,ilusión,674
1597,cerebro,673
1598,uso,673
1599,hoja,672
1600,paciente,671
1601,condensado,671
1602,criterio,671
1603,formato,671
1604,depósito,671
1605,cáncer,670
1606,berkeley,670
1607,submarino,670
1608,impedir,669
1609,astrónomos,668
1610,percibir,668
1611,tendencia,668
1612,comportar,667
1613,dedicado,667
1614,situar,667
1615,dióxido,666
1616,métrica,664
1617,debido,664
1618,estatal,663
1619,alternativa,662
1620,perspectiva,661
1621,requerido,660
1622,especializado,660
1623,chicago,659
1624,comienzo,659
1625,sumar,657
1626,elevar,657
1627,matemáticamente,657
1628,disposición,657
1629,fluir,656
1630,ecuador,656
1631,formular,656
1632,significado,655
1633,cono,655
1634,piel,654
1635,fluctuación,654
1636,especificar,653
1637,oxford,653
1638,barcelona,652
1639,cubo,652
1640,ionización,651
1641,emisor,651
1642,latitud,651
1643,transportar,650
1644,consistente,649
1645,teléfono,649
1646,occidental,649
1647,independientemente,647
1648,retirar,647
1649,lejos,646
1650,dólares,646
1651,oppenheimer,645
1652,from,644
1653,detener,643
1654,molar,643
1655,atención,642
1656,oficina,642
1657,agencia,641
1658,júpiter,641
1659,métrico,640
1660,cern,640
1661,defecto,640
1662,diferir,639
1663,decir,638
1664,sonoro,638
1665,establecido,637
1666,túnel,637
1667,disminución,637
1668,enorme,636
1669,soviético,636
1670,tesla,635
1671,radial,634
1672,pulgada,634
1673,piloto,633
1674,leer,633
1675,peter,633
1676,mit,633
1677,agregar,632
1678,expresado,632
1679,nanotecnología,632
1680,nitrógeno,631
1681,washington,631
1682,lie,630
1683,caudal,630
1684,ejército,629
1685,influir,628
1686,sustentación,628
1687,querer,628
1688,bola,628
1689,juan,627
1690,anual,627
1691,nodo,627
1692,paradoja,626
1693,brazo,626
1694,operativo,626
1695,piedra,626
1696,perfecto,625
1697,responder,624
1698,duro,624
1699,originar,623
1700,inventor,623
1701,reactivo,622
1702,eficaz,622
1703,asociar,621
1704,jefe,621
1705,alimentación,620
1706,laureados,620
1707,esencial,618
1708,ligado,618
1709,modulación,618
1710,cañón,617
1711,prácticamente,616
1712,institución,616
1713,grano,616
1714,marvel,616
1715,suceso,614
1716,meteorológico,614
1717,asignar,614
1718,higgs,613
1719,marca,613
1720,diario,612
1721,privado,612
1722,plantear,612
1723,barrera,612
1724,michael,611
1725,controlado,611
1726,traducción,611
1727,pionero,611
1728,frecuentemente,611
1729,dependiente,610
1730,requisito,609
1731,computacional,609
1732,aislante,608
1733,fotográfico,608
1734,pistón,608
1735,homogéneo,607
1736,restricción,607
1737,acústico,607
1738,vuelta,607
1739,años,606
1740,desempeñar,606
1741,modificación,606
1742,fósil,606
1743,marte,606
1744,opción,606
1745,oscilador,606
1746,tonelada,606
1747,denso,605
1748,incertidumbre,605
1749,exceso,605
1750,recordar,605
1751,silicio,605
1752,ventana,604
1753,invierno,604
1754,faraday,604
1755,mantenimiento,603
1756,alimento,602
1757,junta,602
1758,massachusetts,602
1759,colección,601
1760,recuperar,601
1761,recta,600
1762,japonés,599
1763,superconductor,599
1764,ferrocarril,599
1765,aberración,598
1766,diferenciar,597
1767,ajuste,597
1768,proceder,596
1769,binario,596
1770,generalizado,596
1771,compacto,596
1772,joseph,596
1773,titulado,596
1774,gestión,596
1775,lleno,596
1776,circulación,596
1777,arbitrario,596
1778,panel,596
1779,comprobar,596
1780,terminal,595
1781,carl,595
1782,microscópico,595
1783,transferir,595
1784,interesante,594
1785,combinado,594
1786,luminosidad,594
1787,segmento,594
1788,ampliar,594
1789,fourier,594
1790,foco,593
1791,suecia,593
1792,frecuente,592
1793,apuntar,592
1794,australia,591
1795,proyectil,591
1796,personas,590
1797,mediados,589
1798,repetir,589
1799,sodio,589
1800,espontáneo,588
1801,mensaje,588
1802,recipiente,587
1803,marino,587
1804,sensibilidad,587
1805,protocolo,587
1806,designar,586
1807,deseado,586
1808,brasil,586
1809,sala,586
1810,focal,586
1811,mejor,585
1812,judío,584
1813,previo,584
1814,horno,583
1815,casar,582
1816,artista,582
1817,propulsión,581
1818,adimensional,581
1819,ruptura,580
1820,jugar,580
1821,magnetismo,580
1822,cerrar,580
1823,argumentar,579
1824,destacado,579
1825,provincia,579
1826,comprensión,578
1827,frontera,577
1828,música,577
1829,mencionado,576
1830,hubble,576
1831,complejidad,575
1832,alterno,575
1833,soportar,574
1834,informática,574
1835,superposición,574
1836,exponer,573
1837,refrigerante,573
1838,manual,572
1839,limitación,572
1840,eólico,572
1841,impulsar,570
1842,péndulo,570
1843,world,570
1844,rodear,569
1845,específicamente,568
1846,simultáneamente,568
1847,literatura,567
1848,electromagnetismo,566
1849,dividido,566
1850,selección,566
1851,espiral,566
1852,roma,565
1853,aislamiento,565
1854,significativamente,564
1855,igualmente,564
1856,estrecho,564
1857,fallecidos,564
1858,kelvin,564
1859,curie,564
1860,guía,563
1861,reynolds,563
1862,previamente,561
1863,marcar,561
1864,hija,561
1865,admitir,560
1866,anomalía,560
1867,milla,560
1868,asistir,559
1869,inestable,559
1870,congreso,559
1871,extranjero,559
1872,procedente,558
1873,hueco,558
1874,desear,558
1875,plataforma,558
1876,hipotético,557
1877,oeste,557
1878,thomson,557
1879,portador,557
1880,alterar,557
1881,propuesto,556
1882,federal,555
1883,saber,555
1884,inmediatamente,554
1885,ortogonal,553
1886,administración,553
1887,dipolo,553
1888,experimentalmente,552
1889,rey,552
1890,inducir,552
1891,radiactividad,552
1892,buque,552
1893,evaluar,551
1894,especular,550
1895,reproducir,550
1896,audio,549
1897,equivalencia,549
1898,alejar,549
1899,dependencia,549
1900,company,549
1901,prototipo,549
1902,analítico,548
1903,variante,548
1904,dibujo,548
1905,bidimensional,547
1906,claro,546
1907,opuesta,546
1908,excepción,546
1909,xxi,546
1910,rotacional,546
1911,convención,546
1912,precisamente,545
1913,atrás,545
1914,arrastre,544
1915,proyectar,544
1916,invariante,544
1917,consideración,543
1918,capítulo,543
1919,involucrar,542
1920,beca,542
1921,moscú,541
1922,chino,541
1923,asimismo,541
1924,atraer,540
1925,iglesia,540
1926,exhibir,540
1927,informático,539
1928,suiza,539
1929,notar,539
1930,und,539
1931,boltzmann,538
1932,detallado,538
1933,interfaz,538
1934,celebrar,537
1935,coche,537
1936,fuertemente,536
1937,temporada,536
1938,suministrar,535
1939,involucrado,535
1940,destinado,535
1941,corona,535
1942,edison,534
1943,epónir,533
1944,ruta,532
1945,régimen,530
1946,marcha,530
1947,sentir,529
1948,apropiado,529
1949,universitario,528
1950,hilo,528
1951,bajos,528
1952,cavidad,528
1953,secreto,527
1954,israel,527
1955,sensación,527
1956,alfa,527
1957,armada,527
1958,relevante,526
1959,habitualmente,526
1960,pendiente,526
1961,aviación,525
1962,vender,525
1963,ficción,525
1964,electrostático,525
1965,burbuja,525
1966,estadística,524
1967,gauss,523
1968,locomotora,523
1969,estudios,522
1970,desconocido,521
1971,fundador,521
1972,cúbico,521
1973,instantáneo,521
1974,tratados,521
1975,autoridad,519
1976,entalpía,519
1977,latín,518
1978,hogar,518
1979,recorrido,518
1980,artes,518
1981,hall,518
1982,verificar,517
1983,pasivo,517
1984,gramo,517
1985,reserva,517
1986,regulación,517
1987,venus,517
1988,cometa,515
1989,crítica,515
1990,mancha,514
1991,navegación,514
1992,excitado,514
1993,graduar,513
1994,profesora,513
1995,tracción,513
1996,rechazar,512
1997,residual,512
1998,conceptos,511
1999,informar,510
2000,pretender,510
2001,considerable,510
2002,estrategia,510
2003,biblioteca,509
2004,someter,509
2005,voz,509
2006,videojuego,509
2007,evaporación,509
2008,plomo,508
2009,arena,508
2010,santa,508
2011,entidad,507
2012,naval,507
2013,evaluación,507
2014,grave,507
2015,review,506
2016,porcentaje,506
2017,simplificar,505
2018,recubrimiento,504
2019,time,503
2020,pensamiento,503
2021,josé,503
2022,transparente,502
2023,cosmológico,502
2024,vol,502
2025,resorte,501
2026,nanopartícula,501
2027,minerales,500
2028,científicos,499
2029,entregar,499
2030,extendido,499
2031,aprendizaje,499
2032,cinta,499
2033,hawking,498
2034,traducir,498
2035,polígono,498
2036,episodio,498
2037,necesariamente,498
2038,puerto,498
2039,fallo,497
2040,consumir,496
2041,corregir,496
2042,parecido,496
2043,reflejado,496
2044,fin,496
2045,flash,496
2046,cliente,496
2047,pauli,495
2048,copia,495
2049,inteligencia,495
2050,peligro,494
2051,promover,494
2052,modelar,494
2053,sustrato,494
2054,asistente,494
2055,interruptor,494
2056,reunión,493
2057,volar,493
2058,editorial,493
2059,citar,493
2060,ecuaciones,493
2061,meteorología,493
2062,contorno,493
2063,efectuar,492
2064,formal,492
2065,complicado,490
2066,disciplina,490
2067,compatible,490
2068,distribuido,490
2069,postular,489
2070,izquierdo,489
2071,condensación,488
2072,imperio,488
2073,gibbs,488
2074,fría,488
2075,libra,488
2076,cortar,488
2077,confundir,487
2078,debate,487
2079,recoger,487
2080,seleccionar,487
2081,localización,486
2082,excitación,485
2083,pista,485
2084,colapso,484
2085,localizado,484
2086,impresión,484
2087,inducción,484
2088,london,484
2089,preparar,483
2090,garantizar,483
2091,rodamiento,483
2092,mach,482
2093,correctamente,482
2094,parcialmente,482
2095,opinión,482
2096,implementar,482
2097,integración,481
2098,inclinación,481
2099,arquímedes,481
2100,empuje,480
2101,isaac,480
2102,conforme,480
2103,cuadro,480
2104,durar,479
2105,inteligente,479
2106,aportar,479
2107,galardonar,479
2108,editor,479
2109,extracción,479
2110,giratorio,479
2111,bucle,478
2112,compensar,478
2113,aires,478
2114,ocular,478
2115,electric,478
2116,matemáticas,477
2117,mezclar,477
2118,descomposición,477
2119,diodo,477
2120,creciente,476
2121,religioso,476
2122,reflector,476
2123,viena,475
2124,enfriar,475
2125,ingresar,474
2126,suave,474
2127,aguja,474
2128,habilidad,473
2129,tráfico,473
2130,generalizar,472
2131,evolucionar,472
2132,rico,472
2133,archivo,472
2134,expuesto,472
2135,stephen,471
2136,recorrer,471
2137,pedir,471
2138,lagrangiano,471
2139,exploración,470
2140,óptimo,470
2141,previsto,469
2142,pascal,469
2143,finales,469
2144,exponencial,469
2145,minimizar,469
2146,físicas,469
2147,macroscópico,469
2148,anexo,468
2149,center,468
2150,vecino,468
2151,multiplicar,468
2152,escapar,467
2153,enseñar,467
2154,discusión,467
2155,individuo,467
2156,polarizado,467
2157,anular,467
2158,propiedades,466
2159,circunferencia,466
2160,animación,466
2161,grabación,466
2162,telecomunicaciones,465
2163,larga,465
2164,nature,464
2165,justo,464
2166,fallecido,464
2167,modo,464
2168,acontecimiento,463
2169,potente,463
2170,distinción,462
2171,toma,462
2172,píxel,462
2173,esencialmente,461
2174,empleo,460
2175,esperado,460
2176,filosófico,460
2177,posiblemente,460
2178,empírico,460
2179,meridiano,460
2180,rotor,459
2181,enseñanza,459
2182,beneficio,459
2183,eliminación,459
2184,avanzar,459
2185,seguido,459
2186,ford,459
2187,manhattan,458
2188,correspondencia,458
2189,organizar,457
2190,pozo,457
2191,sometido,457
2192,emergencia,457
2193,axial,456
2194,estilo,455
2195,nuevamente,455
2196,junto,455
2197,recomendar,455
2198,colega,455
2199,esposa,455
2200,adaptar,455
2201,positrón,454
2202,edward,453
2203,programación,453
2204,lewis,453
2205,reaccionar,453
2206,covalente,453
2207,materiales,453
2208,electroquímico,452
2209,engranaje,452
2210,incluido,451
2211,alambre,451
2212,quark,451
2213,technology,450
2214,invento,450
2215,paquete,450
2216,disolvente,450
2217,conjugado,449
2218,identificación,449
2219,ministerio,449
2220,compresor,449
2221,revisión,448
2222,idioma,447
2223,discutir,447
2224,judíos,447
2225,captura,447
2226,longitudinal,447
2227,instalado,447
2228,explosivo,447
2229,expandir,446
2230,absorbido,446
2231,pregunta,445
2232,implementación,445
2233,incendio,445
2234,colegio,444
2235,microorganismo,444
2236,resistente,444
2237,características,444
2238,soluto,444
2239,polinomio,444
2240,tornado,444
2241,claramente,443
2242,neto,442
2243,history,442
2244,heisenberg,441
2245,descomponer,441
2246,capturar,441
2247,saturno,441
2248,colaborar,441
2249,iluminar,440
2250,participación,439
2251,obtención,439
2252,lógico,438
2253,acelerado,438
2254,transformador,438
2255,peligroso,438
2256,impedancia,437
2257,voltio,437
2258,defender,437
2259,deslizamiento,437
2260,facilidad,437
2261,litro,437
2262,aprobar,437
2263,adición,437
2264,analogía,436
2265,porción,436
2266,oponer,435
2267,circunstancia,435
2268,sangre,435
2269,escritor,435
2270,astrofísico,434
2271,experto,434
2272,jugador,434
2273,quinto,433
2274,encargar,433
2275,contracción,433
2276,dieléctrico,433
2277,sintético,432
2278,perfectamente,432
2279,oscilar,432
2280,suspensión,432
2281,imperial,432
2282,afirmación,430
2283,derivada,430
2284,aplicable,429
2285,martin,429
2286,visto,429
2287,ionizante,429
2288,montaña,428
2289,enfocar,428
2290,combate,428
2291,inversa,428
2292,ganancia,428
2293,concentrar,427
2294,fundamento,427
2295,luis,427
2296,crisis,427
2297,recuperación,427
2298,tanque,427
2299,systems,427
2300,rotar,426
2301,scientific,426
2302,examinar,426
2303,conveniente,425
2304,pasajero,424
2305,turbulento,424
2306,reproducción,424
2307,neumann,424
2308,art,424
2309,pierre,424
2310,escenario,424
2311,asteroide,423
2312,mina,423
2313,lentamente,422
2314,vértiz,422
2315,cristalografía,422
2316,chorro,421
2317,precesión,421
2318,magnetización,421
2319,minkowski,421
2320,instrumentos,421
2321,cruz,420
2322,distribuir,420
2323,maestro,420
2324,fresnel,420
2325,doctores,419
2326,extraño,419
2327,húmedo,419
2328,temprano,419
2329,alimentar,419
2330,cociente,419
2331,palanca,419
2332,incidir,418
2333,bajar,418
2334,subir,418
2335,electrónica,417
2336,gafa,417
2337,constelación,416
2338,restante,416
2339,honoris,416
2340,interferómetro,416
2341,valer,415
2342,libros,415
2343,intercambiar,414
2344,liberación,414
2345,contenedor,414
2346,lejano,413
2347,die,413
2348,publicaciones,413
2349,kilogramo,413
2350,globo,413
2351,científica,412
2352,conceder,412
2353,indicador,412
2354,dual,412
2355,laplace,411
2356,líder,411
2357,marina,411
2358,corporal,411
2359,española,411
2360,lawrence,411
2361,cálido,411
2362,elevación,411
2363,salto,410
2364,light,410
2365,considerablemente,410
2366,derivación,410
2367,divergencia,410
2368,saturación,410
2369,candidato,409
2370,utilidad,409
2371,centrado,408
2372,nocturno,408
2373,inmediato,407
2374,caber,407
